"slug","title_en","title_ar","template_code","category_code","specialty","public_path","source_file","patient_copy","mapping_status"
"termination-of-pregnancy-1st-trimester","Termination of Pregnancy - 1st Trimester","","imc-approved-termination-of-pregnancy-1st-trimester","","","/approved-consent-forms/termination-of-pregnancy-1st-trimester.pdf","Termination of Pregnancy - 1st Trimester.pdf","False","NEEDS_REVIEW"
"termination-of-pregnancy-2nd-trimester","Termination of Pregnancy - 2nd Trimester","","imc-approved-termination-of-pregnancy-2nd-trimester","","","/approved-consent-forms/termination-of-pregnancy-2nd-trimester.pdf","Termination of Pregnancy - 2nd Trimester.pdf","False","NEEDS_REVIEW"
"thoracentesis-pleural-tap","Thoracentesis (Pleural Tap)","","imc-approved-thoracentesis-pleural-tap","","","/approved-consent-forms/thoracentesis-pleural-tap.pdf","Thoracentesis (Pleural Tap).pdf","False","NEEDS_REVIEW"
"thoracentesis-pleural-tap","Thoracentesis (Pleural Tap)","","imc-approved-thoracentesis-pleural-tap","","","/approved-consent-forms-patient-copy/thoracentesis-pleural-tap-patient-copy.pdf","Thoracentesis (Pleural Tap) - Patient Copy.pdf","True","NEEDS_REVIEW"
"thyroidectomy","Thyroidectomy","","imc-approved-thyroidectomy","","","/approved-consent-forms-patient-copy/thyroidectomy-patient-copy.pdf","Thyroidectomy - Patient Copy.pdf","True","NEEDS_REVIEW"
"thyroplasty-type-1-consent","Thyroplasty Type 1 Consent","","imc-approved-thyroplasty-type-1-consent","","","/approved-consent-forms/thyroplasty-type-1-consent.pdf","Thyroplasty Type 1 Consent.pdf","False","NEEDS_REVIEW"
"thyroplasty-type-1-consent","Thyroplasty Type 1 Consent","","imc-approved-thyroplasty-type-1-consent","","","/approved-consent-forms-patient-copy/thyroplasty-type-1-consent-patient-copy.pdf","Thyroplasty Type 1 Consent - Patient Copy.pdf","True","NEEDS_REVIEW"
"tracheostomy-informed-consent","Tracheostomy Informed Consent","","imc-approved-tracheostomy-informed-consent","","","/approved-consent-forms/tracheostomy-informed-consent.pdf","Tracheostomy Informed Consent.pdf","False","NEEDS_REVIEW"
"tracheostomy-informed-consent","Tracheostomy Informed Consent","","imc-approved-tracheostomy-informed-consent","","","/approved-consent-forms-patient-copy/tracheostomy-informed-consent-patient-copy.pdf","Tracheostomy Informed Consent - Patient Copy.pdf","True","NEEDS_REVIEW"
"transduodenal-sphincteroplasty","Transduodenal Sphincteroplasty","","imc-approved-transduodenal-sphincteroplasty","","","/approved-consent-forms/transduodenal-sphincteroplasty.pdf","Transduodenal Sphincteroplasty.pdf","False","NEEDS_REVIEW"
"transduodenal-sphincteroplasty","Transduodenal Sphincteroplasty","","imc-approved-transduodenal-sphincteroplasty","","","/approved-consent-forms-patient-copy/transduodenal-sphincteroplasty-patient-copy.pdf","Transduodenal Sphincteroplasty - Patient Copy.pdf","True","NEEDS_REVIEW"
"transerethal-prostatectomy","Transerethal Prostatectomy","","imc-approved-transerethal-prostatectomy","","","/approved-consent-forms/transerethal-prostatectomy.pdf","Transerethal Prostatectomy.pdf","False","NEEDS_REVIEW"
"transerethal-prostatectomy","Transerethal Prostatectomy","","imc-approved-transerethal-prostatectomy","","","/approved-consent-forms-patient-copy/transerethal-prostatectomy-patient-copy.pdf","Transerethal Prostatectomy - Patient Copy.pdf","True","NEEDS_REVIEW"
"transesophageal-echocardiogram","Transesophageal Echocardiogram","","imc-approved-transesophageal-echocardiogram","","","/approved-consent-forms/transesophageal-echocardiogram.pdf","Transesophageal Echocardiogram.pdf","False","NEEDS_REVIEW"
"transesophageal-echocardiogram","Transesophageal Echocardiogram","","imc-approved-transesophageal-echocardiogram","","","/approved-consent-forms-patient-copy/transesophageal-echocardiogram-patient-copy.pdf","Transesophageal Echocardiogram - Patient Copy.pdf","True","NEEDS_REVIEW"
"upper-gastrointestinal-endoscopy","Upper Gastrointestinal Endoscopy","","imc-approved-upper-gastrointestinal-endoscopy","","","/approved-consent-forms/upper-gastrointestinal-endoscopy.pdf","Upper Gastrointestinal Endoscopy.pdf","False","NEEDS_REVIEW"
"upper-gastrointestinal-endoscopy","Upper Gastrointestinal Endoscopy","","imc-approved-upper-gastrointestinal-endoscopy","","","/approved-consent-forms-patient-copy/upper-gastrointestinal-endoscopy-patient-copy.pdf","Upper Gastrointestinal Endoscopy - Patient Copy.pdf","True","NEEDS_REVIEW"
"upper-gastrointestinal-endoscopy-for-bleeding","Upper Gastrointestinal Endoscopy for Bleeding","","imc-approved-upper-gastrointestinal-endoscopy-for-bleeding","","","/approved-consent-forms/upper-gastrointestinal-endoscopy-for-bleeding.pdf","Upper Gastrointestinal Endoscopy for Bleeding.pdf","False","NEEDS_REVIEW"
"upper-gastrointestinal-endoscopy-for-bleeding","Upper Gastrointestinal Endoscopy for Bleeding","","imc-approved-upper-gastrointestinal-endoscopy-for-bleeding","","","/approved-consent-forms-patient-copy/upper-gastrointestinal-endoscopy-for-bleeding-patient-copy.pdf","Upper Gastrointestinal Endoscopy for Bleeding - Patient Copy.pdf","True","NEEDS_REVIEW"
"uvulopalatopharyngoplasty","Uvulopalatopharyngoplasty","","imc-approved-uvulopalatopharyngoplasty","","","/approved-consent-forms/uvulopalatopharyngoplasty.pdf","Uvulopalatopharyngoplasty.pdf","False","NEEDS_REVIEW"
"uvulopalatopharyngoplasty","Uvulopalatopharyngoplasty","","imc-approved-uvulopalatopharyngoplasty","","","/approved-consent-forms-patient-copy/uvulopalatopharyngoplasty-patient-copy.pdf","Uvulopalatopharyngoplasty - Patient Copy.pdf","True","NEEDS_REVIEW"
"vaginal-repair-with-or-without-sacrospinous-colpopexy","Vaginal Repair With or without Sacrospinous Colpopexy","","imc-approved-vaginal-repair-with-or-without-sacrospinous-colpopexy","","","/approved-consent-forms/vaginal-repair-with-or-without-sacrospinous-colpopexy.pdf","Vaginal Repair With or without Sacrospinous Colpopexy.pdf","False","NEEDS_REVIEW"
"vaginal-repair-without-mesh","Vaginal Repair without Mesh","","imc-approved-vaginal-repair-without-mesh","","","/approved-consent-forms/vaginal-repair-without-mesh.pdf","Vaginal Repair without Mesh.pdf","False","NEEDS_REVIEW"
"varicocele-open","Varicocele - Open","","imc-approved-varicocele-open","","","/approved-consent-forms/varicocele-open.pdf","Varicocele - Open.pdf","False","NEEDS_REVIEW"
"varicocoele-laparoscopic-division-of-testicular-veins","Varicocoele (Laparoscopic Division of Testicular Veins)","","imc-approved-varicocoele-laparoscopic-division-of-testicular-veins","","","/approved-consent-forms/varicocoele-laparoscopic-division-of-testicular-veins.pdf","Varicocoele (Laparoscopic Division of Testicular Veins).pdf","False","NEEDS_REVIEW"
"varicocoele-laparoscopic-division-of-testicular-veins","Varicocoele (Laparoscopic Division of Testicular Veins)","","imc-approved-varicocoele-laparoscopic-division-of-testicular-veins","","","/approved-consent-forms-patient-copy/varicocoele-laparoscopic-division-of-testicular-veins-patient-copy.pdf","Varicocoele (Laparoscopic Division of Testicular Veins) - Patient Copy.pdf","True","NEEDS_REVIEW"
"varicose-veins","Varicose Veins","","imc-approved-varicose-veins","","","/approved-consent-forms/varicose-veins.pdf","Varicose Veins.pdf","False","NEEDS_REVIEW"
"vasectomy","Vasectomy","","imc-approved-vasectomy","","","/approved-consent-forms/vasectomy.pdf","Vasectomy.pdf","False","NEEDS_REVIEW"
"vasectomy","Vasectomy","","imc-approved-vasectomy","","","/approved-consent-forms-patient-copy/vasectomy-patient-copy.pdf","Vasectomy - Patient Copy.pdf","True","NEEDS_REVIEW"
"vermilionectomy","Vermilionectomy","","imc-approved-vermilionectomy","","","/approved-consent-forms/vermilionectomy.pdf","Vermilionectomy.pdf","False","NEEDS_REVIEW"
"vermilionectomy","Vermilionectomy","","imc-approved-vermilionectomy","","","/approved-consent-forms-patient-copy/vermilionectomy-patient-copy.pdf","Vermilionectomy - Patient Copy.pdf","True","NEEDS_REVIEW"
"vitrectomy-surgery","Vitrectomy Surgery","","imc-approved-vitrectomy-surgery","","","/approved-consent-forms/vitrectomy-surgery.pdf","Vitrectomy Surgery.pdf","False","NEEDS_REVIEW"
"vocal-cord-injection-under-la","Vocal Cord Injection under LA","","imc-approved-vocal-cord-injection-under-la","","","/approved-consent-forms/vocal-cord-injection-under-la.pdf","Vocal Cord Injection under LA.pdf","False","NEEDS_REVIEW"
"vocal-cord-injection-under-la","Vocal Cord Injection under LA","","imc-approved-vocal-cord-injection-under-la","","","/approved-consent-forms-patient-copy/vocal-cord-injection-under-la-patient-copy.pdf","Vocal Cord Injection under LA - Patient Copy.pdf","True","NEEDS_REVIEW"
"warts","Warts","","imc-approved-warts","","","/approved-consent-forms/warts.pdf","Warts.pdf","False","NEEDS_REVIEW"
"warts","Warts","","imc-approved-warts","","","/approved-consent-forms-patient-copy/warts-patient-copy.pdf","Warts - Patient Copy.pdf","True","NEEDS_REVIEW"
"whipples-operation","Whipples Operation","","imc-approved-whipples-operation","","","/approved-consent-forms/whipples-operation.pdf","Whipples Operation.pdf","False","NEEDS_REVIEW"
"whipples-operation","Whipples Operation","","imc-approved-whipples-operation","","","/approved-consent-forms-patient-copy/whipples-operation-patient-copy.pdf","Whipples Operation - Patient Copy.pdf","True","NEEDS_REVIEW"
"wide-local-excision-sentinel-lymph-node-biopsy","Wide local excision sentinel lymph node biopsy","","imc-approved-wide-local-excision-sentinel-lymph-node-biopsy","","","/approved-consent-forms/wide-local-excision-sentinel-lymph-node-biopsy.pdf","Wide local excision sentinel lymph node biopsy.pdf","False","NEEDS_REVIEW"
"wounds-skin-tissue-mucus-membranes","Wounds-Skin-Tissue-Mucus Membranes","","imc-approved-wounds-skin-tissue-mucus-membranes","","","/approved-consent-forms/wounds-skin-tissue-mucus-membranes.pdf","Wounds-Skin-Tissue-Mucus Membranes.pdf","False","NEEDS_REVIEW"
"wounds-skin-tissue-mucus-membranes","Wounds-Skin-Tissue-Mucus Membranes","","imc-approved-wounds-skin-tissue-mucus-membranes","","","/approved-consent-forms-patient-copy/wounds-skin-tissue-mucus-membranes-patient-copy.pdf","Wounds-Skin-Tissue-Mucus Membranes - Patient Copy.pdf","True","NEEDS_REVIEW"
